"level","character","readings_on","readings_kun","meaning"
"N2","則","{""そく""}","{""のっと.る""}","Rule; Follow; Based On; Model After"
"N3","備","{""び""}","{""そな.える"",""そな.わる"",""つぶさ.に""}","Equip; Provision; Preparation"
"N2","導","{""どう""}","{""みちび.く""}","Guidance; Leading; Conduct; Usher"
"N1","幹","{""かん""}","{""みき""}","Tree Trunk; Main Part; Talent; Capability"
"N1","張","{""ちょう""}","{""は.る"",""-は.り"",""-ば.り""}","Lengthen; Counter For Bows & Stringed Instruments; Stretch; Spread; Put Up (tent)"
"N3","優","{""ゆう"",""う""}","{""やさ.しい"",""すぐ.れる"",""まさ.る""}","Tenderness; Excel; Surpass; Actor; Superiority; Gentleness"
"N3","宅","{""たく""}","{}","Home; House; Residence; Our House; My Husband"
"N1","沢","{""たく""}","{""さわ"",""うるお.い"",""うるお.す"",""つや""}","Swamp; Marsh; Brilliance; Grace"
"N1","施","{""し"",""せ""}","{""ほどこ.す""}","Give; Bestow; Perform; Alms"
"N3","現","{""げん""}","{""あらわ.れる"",""あらわ.す"",""うつつ"",""うつ.つ""}","Present; Existing; Actual"
"N2","乳","{""にゅう""}","{""ちち"",""ち""}","Milk; Breasts"
"N3","呼","{""こ""}","{""よ.ぶ""}","Call; Call Out To; Invite"
"N2","城","{""じょう"",""せい""}","{""しろ""}","Castle"
"N1","俳","{""はい""}","{}","Haiku; Actor"
"N1","秀","{""しゅう""}","{""ひい.でる""}","Excel; Excellence; Beauty; Surpass"
"N2","担","{""たん""}","{""かつ.ぐ"",""にな.う""}","Shouldering; Carry; Raise; Bear"
"N2","額","{""がく""}","{""ひたい""}","Forehead; Tablet; Plaque; Framed Picture; Sum; Amount; Volume"
"N1","製","{""せい""}","{}","Made In...; Manufacture"
"N3","違","{""い""}","{""ちが.う"",""ちが.い"",""ちが.える"",""-ちが.える"",""たが.う"",""たが.える""}","Difference; Differ"
"N2","輸","{""ゆ"",""しゅ""}","{}","Transport; Send; Be Inferior"
"N2","燃","{""ねん""}","{""も.える"",""も.やす"",""も.す""}","Burn; Blaze; Glow"
"N2","祝","{""しゅく"",""しゅう""}","{""いわ.う""}","Celebrate; Congratulate"
"N2","届","{""かい""}","{""とど.ける"",""-とど.け"",""とど.く""}","Deliver; Reach; Arrive; Report; Notify; Forward"
"N1","狭","{""きょう"",""こう""}","{""せま.い"",""せば.める"",""せば.まる"",""さ""}","Cramped; Narrow; Contract; Tight"
"N2","肩","{""けん""}","{""かた""}","Shoulder"
"N2","腕","{""わん""}","{""うで""}","Arm; Ability; Talent"
"N2","腰","{""よう""}","{""こし""}","Loins; Hips; Waist; Low Wainscoting"
"N2","触","{""しょく""}","{""ふ.れる"",""さわ.る"",""さわ""}","Contact; Touch; Feel; Hit; Proclaim; Announce; Conflict"
"N1","載","{""さい""}","{""の.せる"",""の.る""}","Ride; Board; Get On; Place; Spread; 10**44; Record; Publish"
"N2","層","{""そう""}","{}","Stratum; Social Class; Layer; Story; Floor"
"N2","型","{""けい""}","{""かた"",""-がた""}","Mould; Type; Model"
"N2","庁","{""ちょう"",""てい""}","{""やくしょ""}","Government Office"
"N1","視","{""し""}","{""み.る""}","Inspection; Regard As; See; Look At"
"N3","差","{""さ""}","{""さ.す"",""さ.し""}","Distinction; Difference; Variation; Discrepancy; Margin; Balance"
"N2","管","{""かん""}","{""くだ""}","Pipe; Tube; Wind Instrument; Drunken Talk; Control; Jurisdiction"
"N2","象","{""しょう"",""ぞう""}","{""かたど.る""}","Elephant; Pattern After; Imitate; Image; Shape; Sign (of The Times)"
"N2","量","{""りょう""}","{""はか.る""}","Quantity; Measure; Weight; Amount; Consider; Estimate; Surmise"
"N2","境","{""きょう"",""けい""}","{""さかい""}","Boundary; Border; Region"
"N1","環","{""かん""}","{""わ""}","Ring; Circle; Link; Wheel"
"N2","武","{""ぶ"",""む""}","{""たけ"",""たけ.し""}","Warrior; Military; Chivalry; Arms"
"N4","質","{""しつ"",""しち"",""ち""}","{""たち"",""ただ.す"",""もと"",""わりふ""}","Substance; Quality; Matter; Temperament"
"N2","述","{""じゅつ""}","{""の.べる""}","Mention; State; Speak; Relate"
"N3","供","{""きょう"",""く"",""くう"",""ぐ""}","{""そな.える"",""とも"",""-ども""}","Submit; Offer; Present; Serve (meal); Accompany"
"N1","展","{""てん""}","{}","Unfold; Expand"
"N2","販","{""はん""}","{}","Marketing; Sell; Trade"
"N1","株","{""しゅ""}","{""かぶ""}","Stocks; Stump; Shares; Stock; Counter For Small Plants"
"N3","限","{""げん""}","{""かぎ.る"",""かぎ.り"",""-かぎ.り""}","Limit; Restrict; To Best Of Ability"
"N3","与","{""よ""}","{""あた.える"",""あずか.る"",""くみ.する"",""ともに""}","Bestow; Participate In; Give; Award; Impart; Provide; Cause; Gift; Godsend"
"N2","含","{""がん""}","{""ふく.む"",""ふく.める""}","Contain; Include; Hold In The Mouth; Bear In Mind; Understand; Cherish"
"N1","影","{""えい""}","{""かげ""}","Shadow; Silhouette; Phantom"
"N2","況","{""きょう""}","{""まし.て"",""いわ.んや"",""おもむき""}","Condition; Situation"
"N3","渡","{""と""}","{""わた.る"",""-わた.る"",""わた.す""}","Transit; Ford; Ferry; Cross; Import; Deliver; Diameter; Migrate"
"N1","響","{""きょう""}","{""ひび.く""}","Echo; Sound; Resound; Ring; Vibrate"
"N1","票","{""ひょう""}","{}","Ballot; Label; Ticket; Sign"
"N3","景","{""けい""}","{}","Scenery; View"
"N3","抜","{""ばつ"",""はつ"",""はい""}","{""ぬ.く"",""-ぬ.く"",""ぬ.き"",""ぬ.ける"",""ぬ.かす"",""ぬ.かる""}","Slip Out; Extract; Pull Out; Pilfer; Quote; Remove; Omit"
"N1","訴","{""そ""}","{""うった.える""}","Accusation; Sue; Complain Of Pain; Appeal To"
"N1","訟","{""しょう""}","{}","Sue; Accuse"
"N1","逮","{""たい""}","{}","Apprehend; Chase"
"N2","補","{""ほ""}","{""おぎな.う""}","Supplement; Supply; Make Good; Offset; Compensate; Assistant; Learner"
"N3","候","{""こう""}","{""そうろう""}","Climate; Season; Weather; Wait For; Expect"
"N3","構","{""こう""}","{""かま.える"",""かま.う""}","Posture; Build; Pretend"
"N1","模","{""も"",""ぼ""}","{}","Imitation; Copy; Mock"
"N3","捕","{""ほ""}","{""と.らえる"",""と.らわれる"",""と.る"",""とら.える"",""とら.われる"",""つか.まえる"",""つか.まる""}","Catch; Capture"
"N1","鮮","{""せん""}","{""あざ.やか""}","Fresh; Vivid; Clear; Brilliant; Korea"
"N2","効","{""こう""}","{""き.く"",""ききめ"",""なら.う""}","Merit; Efficacy; Efficiency; Benefit"
"N1","属","{""ぞく"",""しょく""}","{""さかん"",""つく"",""やから""}","Belong; Genus; Subordinate Official; Affiliated"
"N3","慣","{""かん""}","{""な.れる"",""な.らす""}","Accustomed; Get Used To; Become Experienced"
"N2","豊","{""ほう"",""ぶ""}","{""ゆた.か"",""とよ""}","Bountiful; Excellent; Rich"
"N3","満","{""まん"",""ばん""}","{""み.ちる"",""み.つ"",""み.たす""}","Full; Fullness; Enough; Satisfy"
"N1","肥","{""ひ""}","{""こ.える"",""こえ"",""こ.やす"",""こ.やし"",""ふと.る""}","Fertilizer; Get Fat; Fertile; Manure; Pamper"
"N2","巻","{""かん"",""けん""}","{""ま.く"",""まき"",""ま.き""}","Scroll; Volume; Book; Part; Roll Up; Wind Up; Tie; Coil; Counter For Texts (or Book Scrolls)"
"N2","捜","{""そう"",""しゅ"",""しゅう""}","{""さが.す""}","Search; Look For; Locate"
"N1","絞","{""こう""}","{""しぼ.る"",""し.める"",""し.まる""}","Strangle; Constrict; Wring"
"N1","輩","{""はい""}","{""-ばら"",""やから"",""やかい"",""ともがら""}","Comrade; Fellow; People; Companions"
"N1","隠","{""いん"",""おん""}","{""かく.す"",""かく.し"",""かく.れる"",""かか.す"",""よ.る""}","Conceal; Hide; Cover"
"N3","掛","{""かい"",""けい""}","{""か.ける"",""-か.ける"",""か.け"",""-か.け"",""-が.け"",""か.かる"",""-か.かる"",""-が.かる"",""か.かり"",""-が.かり"",""かかり"",""-がかり""}","Hang; Suspend; Depend; Arrive At; Tax; Pour"
"N2","替","{""たい""}","{""か.える"",""か.え-"",""か.わる""}","Exchange; Spare; Substitute; Per-"
"N3","居","{""きょ"",""こ""}","{""い.る"",""-い"",""お.る""}","Reside; To Be; Exist; Live With"
"N2","造","{""ぞう""}","{""つく.る"",""つく.り"",""-づく.り""}","Create; Make; Structure; Physique"
"N1","授","{""じゅ""}","{""さず.ける"",""さず.かる""}","Impart; Instruct; Grant; Confer"
"N2","印","{""いん""}","{""しるし"",""-じるし"",""しる.す""}","Stamp; Seal; Mark; Imprint; Symbol; Emblem; Trademark; Evidence; Souvenir; India"
"N1","創","{""そう"",""しょう""}","{""つく.る"",""はじ.める"",""きず"",""けず.しける""}","Genesis; Wound; Injury; Hurt; Start; Originate"
"N2","復","{""ふく""}","{""また""}","Restore; Return To; Revert; Resume"
"N1","往","{""おう""}","{""い.く"",""いにしえ"",""さき.に"",""ゆ.く""}","Journey; Travel; Chase Away; Let Go; Going; Before; Formerly"
"N1","較","{""かく"",""こう""}","{""くら.べる""}","Contrast; Compare"
"N2","筆","{""ひつ""}","{""ふで""}","Writing Brush; Writing; Painting Brush; Handwriting"
"N1","鉛","{""えん""}","{""なまり""}","Lead"
"N2","貯","{""ちょ""}","{""た.める"",""たくわ.える""}","Savings; Store; Lay In; Keep; Wear Mustache"
"N1","故","{""こ""}","{""ゆえ"",""ふる.い"",""もと""}","Happenstance; Especially; Intentionally; Reason; Cause; Circumstances; The Late; Therefore; Consequently"
"N1","障","{""しょう""}","{""さわ.る""}","Hinder; Hurt; Harm"
"N1","従","{""じゅう"",""しょう"",""じゅ""}","{""したが.う"",""したが.える"",""より""}","Accompany; Obey; Submit To; Comply; Follow; Secondary; Incidental; Subordinate"
"N1","我","{""が""}","{""われ"",""わ"",""わ.が-"",""わが-""}","Ego; I; Selfish; Our; Oneself"
"N1","激","{""げき""}","{""はげ.しい""}","Violent; Get Excited; Enraged; Chafe; Incite"
"N2","刺","{""し""}","{""さ.す"",""さ.さる"",""さ.し"",""さし"",""とげ""}","Thorn; Pierce; Stab; Prick; Sting; Calling Card"
"N1","励","{""れい""}","{""はげ.む"",""はげ.ます""}","Encourage; Be Diligent; Inspire"
"N1","討","{""とう""}","{""う.つ""}","Chastise; Attack; Defeat; Destroy; Conquer"
"N2","郵","{""ゆう""}","{}","Mail; Stagecoach Stop"
"N2","針","{""しん""}","{""はり""}","Needle; Pin; Staple; Stinger"
"N1","徴","{""ちょう"",""ち""}","{""しるし""}","Indications; Sign; Omen; Symptom; Collect; Seek; Refer To; Question"
"N1","怪","{""かい"",""け""}","{""あや.しい"",""あや.しむ""}","Suspicious; Mystery; Apparition"
"N1","獣","{""じゅう""}","{""けもの"",""けだもの""}","Animal; Beast"
"N3","突","{""とつ"",""か""}","{""つ.く""}","Stab; Protruding; Thrust; Pierce; Prick; Collision; Sudden"
"N2","菓","{""か""}","{}","Candy; Cakes; Fruit"
"N2","河","{""か""}","{""かわ""}","River"
"N1","振","{""しん""}","{""ふ.る"",""ぶ.る"",""ふ.り"",""-ぶ.り"",""ふ.るう""}","Shake; Wave; Wag; Swing"
"N2","汗","{""かん""}","{""あせ""}","Sweat; Perspire"
"N1","豚","{""とん""}","{""ぶた""}","Pork; Pig"
"N2","再","{""さい"",""さ""}","{""ふたた.び""}","Again; Twice; Second Time"
"N2","接","{""せつ"",""しょう""}","{""つ.ぐ""}","Touch; Contact; Adjoin; Piece Together"
"N1","独","{""どく"",""とく""}","{""ひと.り""}","Single; Alone; Spontaneously; Germany"
"N2","占","{""せん""}","{""し.める"",""うらな.う""}","Fortune-telling; Divining; Forecasting; Occupy; Hold; Have; Get; Take"
"N3","招","{""しょう""}","{""まね.く""}","Beckon; Invite; Summon; Engage"
"N3","段","{""だん"",""たん""}","{}","Grade; Steps; Stairs"
"N2","胃","{""い""}","{}","Stomach; Paunch; Crop; Craw"
"N3","腹","{""ふく""}","{""はら""}","Abdomen; Belly; Stomach"
"N3","痛","{""つう""}","{""いた.い"",""いた.む"",""いた.ましい"",""いた.める""}","Pain; Hurt; Damage; Bruise"
"N3","退","{""たい""}","{""しりぞ.く"",""しりぞ.ける"",""ひ.く"",""の.く"",""の.ける"",""ど.く""}","Retreat; Withdraw; Retire; Resign; Repel; Expel; Reject"
"N1","屈","{""くつ""}","{""かが.む"",""かが.める""}","Yield; Bend; Flinch; Submit"
"N2","悩","{""のう""}","{""なや.む"",""なや.ます"",""なや.ましい"",""なやみ""}","Trouble; Worry; In Pain; Distress; Illness"
"N1","暇","{""か""}","{""ひま"",""いとま""}","Spare Time; Rest; Leisure; Time; Leave Of Absence"
"N1","織","{""しょく"",""しき""}","{""お.る"",""お.り"",""おり"",""-おり"",""-お.り""}","Weave; Fabric"
"N4","貸","{""たい""}","{""か.す"",""か.し-"",""かし-""}","Lend"
"N3","迷","{""めい""}","{""まよ.う""}","Astray; Be Perplexed; In Doubt; Lost; Err; Illusion"
"N1","惑","{""わく""}","{""まど.う""}","Beguile; Delusion; Perplexity"
"N1","誘","{""ゆう""}","{""さそ.う"",""いざな.う""}","Entice; Lead; Tempt; Invite; Ask; Call For; Seduce; Allure"
"N1","就","{""しゅう"",""じゅ""}","{""つ.く"",""つ.ける""}","Concerning; Settle; Take Position; Depart; Study; Per"
"N3","訪","{""ほう""}","{""おとず.れる"",""たず.ねる"",""と.う""}","Call On; Visit; Look Up; Offer Sympathy"
"N3","怒","{""ど"",""ぬ""}","{""いか.る"",""おこ.る""}","Angry; Be Offended"
"N2","昇","{""しょう""}","{""のぼ.る""}","Rise Up"
"N3","眠","{""みん""}","{""ねむ.る"",""ねむ.い""}","Sleep; Die; Sleepy"
"N1","睡","{""すい""}","{""ねむ.る"",""ねむ.い""}","Drowsy; Sleep; Die"
"N1","症","{""しょう""}","{}","Symptoms; Illness"
"N1","締","{""てい""}","{""し.まる"",""し.まり"",""し.める"",""-し.め"",""-じ.め""}","Tighten; Tie; Shut; Lock; Fasten"
"N1","迫","{""はく""}","{""せま.る""}","Urge; Force; Imminent; Spur On"
"N3","靴","{""か""}","{""くつ""}","Shoes"
"N2","濃","{""のう""}","{""こ.い""}","Concentrated; Thick; Dark; Undiluted"
"N1","端","{""たん""}","{""はし"",""は"",""はた"",""-ばた"",""はな""}","Edge; Origin; End; Point; Border; Verge; Cape"
"N2","極","{""きょく"",""ごく""}","{""きわ.める"",""きわ.まる"",""きわ.まり"",""きわ.み"",""き.める"",""-ぎ.め"",""き.まる""}","Poles; Settlement; Conclusion; End; Highest Rank; Electric Poles; Very; Extremely; Most; Highly; 10**48"
"N3","途","{""と""}","{""みち""}","Route; Way; Road"
"N1","健","{""けん""}","{""すこ.やか""}","Healthy; Health; Strength; Persistence"
"N1","康","{""こう""}","{}","Ease; Peace"
"N1","郎","{""ろう"",""りょう""}","{""おとこ""}","Son; Counter For Sons"
"N3","給","{""きゅう""}","{""たま.う"",""たも.う"",""-たま.え""}","Salary; Wage; Gift; Allow; Grant; Bestow On"
"N2","逆","{""ぎゃく"",""げき""}","{""さか"",""さか.さ"",""さか.らう""}","Inverted; Reverse; Opposite; Wicked"
"N2","巨","{""きょ""}","{}","Gigantic; Big; Large; Great"
"N2","庫","{""こ"",""く""}","{""くら""}","Warehouse; Storehouse"
"N2","児","{""じ"",""に"",""げい""}","{""こ"",""-こ"",""-っこ""}","Newborn Babe; Child; Young Of Animals"
"N3","冷","{""れい""}","{""つめ.たい"",""ひ.える"",""ひ.や"",""ひ.ややか"",""ひ.やす"",""ひ.やかす"",""さ.める"",""さ.ます""}","Cool; Cold (beer, Person); Chill"
"N2","凍","{""とう""}","{""こお.る"",""こご.える"",""こご.る"",""い.てる"",""し.みる""}","Frozen; Congeal; Refrigerate"
"N2","幼","{""よう""}","{""おさな.い""}","Infancy; Childhood"
"N1","稚","{""ち"",""じ""}","{""いとけない"",""おさない"",""おくて"",""おでる""}","Immature; Young"
"N3","処","{""しょ""}","{""ところ"",""-こ"",""お.る""}","Dispose; Manage; Deal With; Sentence; Condemn; Act; Behave; Place"
"N1","博","{""はく"",""ばく""}","{}","Dr.; Command; Esteem; Win Acclaim; Ph.d.; Exposition; Fair"
"N2","清","{""せい"",""しょう"",""しん""}","{""きよ.い"",""きよ.まる"",""きよ.める""}","Pure; Purify; Cleanse; Exorcise; Manchu Dynasty"
"N1","潔","{""けつ""}","{""いさぎよ.い""}","Undefiled; Pure; Clean; Righteous; Gallant"
"N2","録","{""ろく""}","{""しる.す"",""と.る""}","Record"
"N1","隊","{""たい""}","{}","Regiment; Party; Company; Squad"
"N1","修","{""しゅう"",""しゅ""}","{""おさ.める"",""おさ.まる""}","Discipline; Conduct Oneself Well; Study; Master"
"N2","券","{""けん""}","{}","Ticket"
"N3","婦","{""ふ""}","{""よめ""}","Lady; Woman; Wife; Bride"
"N1","奇","{""き""}","{""く.しき"",""あや.しい"",""くし"",""めずら.しい""}","Strange; Strangeness; Curiosity"
"N1","妙","{""みょう"",""びょう""}","{""たえ""}","Exquisite; Strange; Queer; Mystery; Miracle; Excellent; Delicate; Charming"
"N1","麗","{""れい""}","{""うるわ.しい"",""うら.らか""}","Lovely; Beautiful; Graceful; Resplendent"
"N1","微","{""び""}","{""かす.か""}","Delicate; Minuteness; Insignificance"
"N1","益","{""えき"",""やく""}","{""ま.す""}","Benefit; Gain; Profit; Advantage"
"N2","移","{""い""}","{""うつ.る"",""うつ.す""}","Shift; Move; Change; Drift; Catch (cold, Fire); Pass Into"
"N3","程","{""てい""}","{""ほど"",""-ほど""}","Extent; Degree; Law; Formula; Distance; Limits; Amount"
"N3","精","{""せい"",""しょう""}","{""しら.げる"",""くわ.しい""}","Refined; Ghost; Fairy; Energy; Vitality; Semen; Excellence; Purity; Skill"
"N3","絶","{""ぜつ""}","{""た.える"",""た.やす"",""た.つ""}","Discontinue; Sever; Cut Off; Abstain; Interrupt; Suppress; Be Beyond; Without Match; Peerless; Unparalleled"
"N2","並","{""へい"",""ほう""}","{""な.み"",""なみ"",""なら.べる"",""なら.ぶ"",""なら.びに""}","Row; And; Besides; As Well As; Line Up; Rank With; Rival; Equal"
"N1","憲","{""けん""}","{}","Constitution; Law"
"N1","衆","{""しゅう"",""しゅ""}","{""おお.い""}","Masses; Great Numbers; Multitude; Populace"
"N1","傘","{""さん""}","{""かさ""}","Umbrella"
"N1","浜","{""ひん""}","{""はま""}","Seacoast; Beach; Seashore"
"N1","撃","{""げき""}","{""う.つ""}","Beat; Attack; Defeat; Conquer"
"N1","攻","{""こう""}","{""せ.める""}","Aggression; Attack; Criticize; Polish"
